City,Name,Address
Brooklyn,Temple Bar,332 Lafayette St
Brooklyn,The Rum House,228 W 47th St
Brooklyn,Plan B,34 W 32nd St
Brooklyn,Esme,999 Manhattan Ave
Brooklyn,Sincerely Ophelia,221 2nd Ave
Brooklyn,Diggy's Lounge,46 Norman Ave
Brooklyn,No Bull,1059 Flushing Ave
Brooklyn,bOb Bar,247 Eldridge St
Brooklyn,Red Mist Hookah Lounge & Cafe,569 Coney Island Ave
Brooklyn,501 Union,501 Union St
Brooklyn,Platinum Lounge,41-16 Fuller Pl
Brooklyn,cloudM Rooftop Bar Bowery,189 Bowery
Brooklyn,Social Cues - BSA,35 Meadow St
Brooklyn,White House Loft,763 3rd Ave
Brooklyn,Trinity Place,115 Broadway
Brooklyn,Canopy Bar & Bistro,159 Morgan St
Brooklyn,Ruth,665 Flatbush Ave
Brooklyn,Ventanas Restaurant and Lounge,200 Park Ave
Brooklyn,Andalucia bar & lounge,1336 Bushwick Ave
Brooklyn,The Dram Shop Bar,339 9th St
Brooklyn,Bar Cima,30 W 39th St
Brooklyn,100 Fun,932 60th St
Brooklyn,Bar Blondeau,80 Wythe Ave
Brooklyn,Max Adventures,2378 Flatbush Ave
Brooklyn,230 Fifth Rooftop Bar,230 5th Ave
Brooklyn,Celestine,1 John St
Brooklyn,Bearded Lady,686A Washington Ave
Brooklyn,Garfunkel's,67 Clinton St
Brooklyn,Space Billiard Pool Hall & Sports Bar,34 W 32nd St
Brooklyn,Arthouse Bar,2178 Bdwy W 77th St
Brooklyn,Zinc Bar,82 W 3rd St
Brooklyn,Tipsy NoMad,37 E 28th St
Brooklyn,Cello Wine & Cocktail Bistro,226 E 53rd St
Brooklyn,Wu Lou Lounge,1073 Atlantic Ave
Brooklyn,Bemelmans Bar,35 E 76th St
Brooklyn,Kween Astoria,34-10 30th Ave
Brooklyn,C Bar & Lounge,8722 Lefferts Blvd
Brooklyn,Bea,403 W 43rd St
Brooklyn,Little Sister,112 E 11th St
Brooklyn,9 Degree Golf Simulator Bar & Restaurant,1642 Schlosser St
Brooklyn,La Boheme Lounge,1790 Stillwell Ave
Brooklyn,The Tippler,425 W 15th St
Brooklyn,Latin Grooves Bar and Lounge,68 Canal St
Brooklyn,Estelle Cafe & Lounge,1824 Avenue U
Brooklyn,Le Bain,444 West 13th St
Brooklyn,Solas,232 E 9th St
Brooklyn,Lituation lounge,112-06 Liberty Ave
Brooklyn,Privilege Lounge,140 Graham Ave
Brooklyn,The Fleur Room,105 W 28th St
Brooklyn,Skyline Bar,1511 Wilkinson Ave
Brooklyn,Rooftop Reds,299 Sands St
Brooklyn,Iona,180 Grand St
Brooklyn,Analogue,19 W 8th St
Brooklyn,Lyfe,1173 Dickinson St
Brooklyn,The Maze,32 W 32nd St
Brooklyn,Peak,30 Hudson Yards
Brooklyn,OT'S Lounge,1989 Morris Ave
Brooklyn,Baby's All Right,146 Broadway
Brooklyn,Sweet Science,135 Graham Ave
Brooklyn,Monarch Rooftop,71 W 35th St
Brooklyn,The Rose Room,45 7th St
Brooklyn,Tiki Chick,517 Amsterdam Ave
Brooklyn,J.Bespoke,121 E 27th St
Brooklyn,Somewhere in Nolita,30 Kenmare St
Brooklyn,Panorama Room,22 N Loop Rd
Brooklyn,Martiny's,121 E 17th St
Brooklyn,Turkish Airlines Lounge JFK Airport Terminal 1,500 Terminal Dr
Brooklyn,Vis à Vis Restaurant and Lounge,3100 Ocean Pkwy
Brooklyn,The Bar Downstairs and Kitchen,485 5th Ave
Brooklyn,1001 Nights Cafe & Lounge,2025 Richmond Ave
Brooklyn,Pencil Factory Bar,142 Franklin St
Brooklyn,Berry Park,4 Berry St
Brooklyn,Juke Bar,196 2nd Ave
Brooklyn,Dizzy's Club,10 Columbus Cir
Brooklyn,Pinks,242 E 10th St
Brooklyn,The Clubhouse,410 US-46 E
Brooklyn,Loveras 2843 Lounge,2942-2944 Fulton St
Brooklyn,Trestle,34-02 Broadway
Brooklyn,The Mark Hotel Bar,25 E 77th
Brooklyn,Little Street Lounge,126 Hamilton Pl
Brooklyn,Dirty French,180 Ludlow St
Brooklyn,Cibar,56 Irving Pl
Brooklyn,Ampersand,294 3rd Ave
Brooklyn,Ace Hotel - Brooklyn,252 Schermerhorn St
Brooklyn,Hidden Lane Bar,129 E 15th St
Brooklyn,68 Jay St Bar,68 Jay St
Brooklyn,Rosevale Cocktail Room,305 W 48th St
Brooklyn,Lips - New York,227 E 56th St
Brooklyn,Cedar Local,25 Cedar St
Brooklyn,Little Branch,22 7th Ave S
Brooklyn,The Roosevelt,356 Paterson Ave
Brooklyn,12.Six Lounge,253-06 Rockaway Blvd
Brooklyn,Russian Vodka Room,265 W 52nd St
Brooklyn,Kokomo,65 Kent Ave
Brooklyn,Ainslie,76 Ainslie St
Brooklyn,The Malt House,9 Maiden Ln
Brooklyn,Doha Bar & Lounge,3834 31st St
Brooklyn,Living Room Bar,8 Albany St
Brooklyn,Dunns River Lounge,93 N Park Ave
Brooklyn,Red Velvet Lounge NY,1842 Coney Island Ave
Brooklyn,Brown Sugar Club,433 Marcus Garvey Blvd
Brooklyn,Falada Lounge,2011 Emmons Ave
Brooklyn,Wynwood Restaurant ,24 Navy Pier Ct
Brooklyn,The Penrose,1590 2nd Ave
Brooklyn,The Bad Old Days,1684 Woodbine St
Brooklyn,The Rockaway Hotel,108-10 Rockaway Beach Dr
Brooklyn,Amor y Amargo,443 E 6th St
Brooklyn,Melody Cafe,2595 Steinway St
Brooklyn,Dutch Kills,27-24 Jackson Ave
Brooklyn,Dutch Freds,307 W 47th St
Brooklyn,Six 26,128 Christopher Columbus Dr
Brooklyn,Surf 12 Nightclub Lounge,1201 Surf Ave W 12 St
Brooklyn,Ascent Lounge,10 Columbus Cir
Brooklyn,The Haus,1285 Nostrand Ave
Brooklyn,Mazi Nightclub,13035 91st Ave
Brooklyn,Mama Fox,327 Stuyvesant Ave
Brooklyn,Mayflower,132 Greene Ave
Brooklyn,The Coupe Cocktail Bar,379 Van Duzer St
Brooklyn,Salsa Con Fuego,2297 Cedar Ave
Brooklyn,SPIN New York,48 E 23rd St
Brooklyn,Pete's Candy Store,709 Lorimer St
Brooklyn,Jimmy,15 Thompson St
Brooklyn,ART SoHo,231 Hudson St
Brooklyn,The Highwater,3420 Broadway
Brooklyn,Loulou Petit Bistro & Speakeasy,176 8th Ave
Brooklyn,Doris,1088 Fulton St
Brooklyn,Parkside Lounge,317 E Houston St
Brooklyn,The Richardson,451 Graham Ave
Brooklyn,Gran Electrica,5 Front St
Brooklyn,The Bar Room,117 E 60th St
Brooklyn,The Sentry - Flatiron,37 W 24th St
Brooklyn,& Son Steakeasy,62 W 9th St
Brooklyn,Soju Haus,315 5th Ave
Brooklyn,48 Lounge,1221 Ave Of The Americas
Brooklyn,Skinflints,7902 5th Ave
Brooklyn,Pomo,2122 Beekman Pl
Brooklyn,Vetro Restaurant & Lounge,164-49 Crossbay Blvd
Brooklyn,Hush Cafe Lounge & Garden,70-10 Grand Ave
Brooklyn,The Leroy House,430 Hudson St
Brooklyn,Rumpus Room,249 Eldridge St
Brooklyn,5th & Mad,7 E 36th St
Brooklyn,Public Records,233 Butler St
Brooklyn,Bijoux Lounge,57 Gansevoort St
Brooklyn,Alphabet Bar & Café,112 E 11th St
Brooklyn,Dream NYC Rest &  Lounge,77- 02 164th St
Brooklyn,Harding's,32 E 21st St
Brooklyn,Jasmin Lounge,2550 Steinway St
Brooklyn,Amélie,22 W 8th St
Brooklyn,The T5 Rooftop & Wooftop Lounge,John F Kennedy International Airport Jfk
Brooklyn,S Bar New York,398 10th Ave
Brooklyn,PROHIBITIONS END BAR AND GRILL,765 Pelham Rd
Brooklyn,Casa Maya,1264 Myrtle Ave
Brooklyn,Carnegie Club,156 West 56th St
Brooklyn,Brooklyn Nights,497 Dekalb Ave
Brooklyn,Jungly,12-23 Jackson Ave
Brooklyn,Toro Loco,15 Stone St
Brooklyn,Revel Restaurant & Bar,835 Franklin Ave
Brooklyn,Kucaramakara,127 Elizabeth Ave
Brooklyn,Recreation,26 Ann St
Brooklyn,Paper Planes,154 Orchard St
Brooklyn,Centrada Cocina & Cocktails,10 W Front St
Brooklyn,Nothing Really Matters,1627 Broadway
Brooklyn,The Black Hound,301 S End Ave
Brooklyn,The Spot,42-21 Broadway
Brooklyn,Le Malt Royale,22 West Front St
Brooklyn,"Floyd, NY",131 Atlantic Ave
Brooklyn,Taboo Lounge,406 8th Ave
Brooklyn,Lowlands Bar,543 3rd Ave
Brooklyn,Bungalow Bar,377 Beach 92nd St
Brooklyn,The Attic Oyster & Cocktail Bar,136-93 37th Ave
Brooklyn,Sugar N Coal,63-12 Broadway
Brooklyn,Ponyboy,632 Manhattan Ave
Brooklyn,Botanica Bar,47 E Houston St
Brooklyn,Starchild Rooftop,305 W 48th St
Brooklyn,Excuse My French,96 Orchard St
Brooklyn,Four Five Six,199 Richardson St
Brooklyn,Weather Up,159 Duane St
Brooklyn,Lounge 43,3229 Westchester Ave
Brooklyn,The Wine Bar and Restaurant,40 First Ave
Brooklyn,Starlite Lounge,1213 McDonald Ave
Brooklyn,Sugaz Lounge & Restaurant,115-22 Liberty Ave
Brooklyn,124 Old Rabbit Club,124 MacDougal St
Brooklyn,Two 8 Two Bar & Burger,282 Atlantic Ave
Brooklyn,Grand Eleven,11 6th Ave
Brooklyn,ALL ThingZ Venue,2741 Fulton St
Brooklyn,Studio,201 Park Ave S
Brooklyn,Elsie Rooftop,1412 Broadway
Brooklyn,Elmekkah Bar and Grill,277 Wyckoff Ave
Brooklyn,Menga Lounge,1906 E Saint Georges Ave
Brooklyn,Vanguard Wine Bar,189 Amsterdam Ave
Brooklyn,Lazy Point,310 Spring St
Brooklyn,Inwood Bar and Grill,4892 Broadway
Brooklyn,Bubo,515 3rd Ave
Brooklyn,Scotty’s Bar & Grill,172 Piermont Rd
Brooklyn,Threes Brewing,333 Douglass St
Brooklyn,The Core Club,66 E 55th St
Brooklyn,Pretty Ricky’s,101 Rivington St
Brooklyn,The Penthouse - Ravel Hotel,8-08 Queens Plz S
Brooklyn,Wiggle Room,9 Avenue A
Brooklyn,Apotheke Nomad,9 W 26th St
Brooklyn,The Duplex,61 Christopher St
Brooklyn,Room 990 Bar and Lounge,990 Broadway
Brooklyn,Bar Bête,263 Smith St
Brooklyn,Sofia Wine Bar,242 E 50th St
Brooklyn,690 Park Restaurant Bar & Lounge,690 Anderson Ave
Brooklyn,The Wren,344 Bowery
Brooklyn,T Bar,116 E 60th St
Brooklyn,The Belfry,222 E 14th St
Brooklyn,Greenwich Treehouse,46 Greenwich Ave
Brooklyn,The Centurion Lounge,Jfk Airport
Brooklyn,Do or Dive,1108 Bedford Ave
Brooklyn,Maggie Mae's,41-15 Queens Blvd
Brooklyn,Butterfly SOHO,60 Thompson St
Brooklyn,MADE Hotel,44 W 29th St
Brooklyn,Porchlight,271 11th Ave
Brooklyn,The Headless Widow,99 1st Ave
Brooklyn,AURA Restaurant & Bar,159 Main St
Brooklyn,Club Cache,35 E 13th St
Brooklyn,BierWax,556 Vanderbilt Ave
Brooklyn,Saints and Scholars,790 McLean Ave
Brooklyn,The Honey Well,3604 Broadway
Brooklyn,TAO Downtown Nightclub,369 W 16th St
Brooklyn,Park Bar,15 E 15th St
Brooklyn,Bar B,84 7th Ave
Brooklyn,Kilo Bravo,180 N 10th St
Brooklyn,Katana Kitten,531 Hudson St
Brooklyn,Terminal 1,323 Sand Ln
Brooklyn,Beatstro,135 Alexander Ave
Brooklyn,Lavish Lounge,211-57 Jamaica Ave
Brooklyn,The Factory 380,380 3rd Ave
Brooklyn,Loopy Doopy Rooftop Bar,102 N End Ave
Brooklyn,Cloud Social Rooftop Bar,6 W 32nd St
Brooklyn,Vol de Nuit,148 W 4th St
Brooklyn,The Real KTV,136-20 Roosevelt Ave
Brooklyn,Tete A Tete,2601 E 14th St
Brooklyn,Raines Law Room at the William,24 E 39th St
Brooklyn,Silver Lining Lounge,145 Bowery
Brooklyn,Blend Astoria,37-17 30th Ave
Brooklyn,Straylight,32 Mulberry St
Brooklyn,Tiny's & The Bar Upstairs,135 W Broadway
Brooklyn,Pong Arena,133-44 37th Ave
Brooklyn,The McKittrick Hotel,530 W 27th St
Brooklyn,Sandbar Rooftop,152 W 26th St
Brooklyn,Mocha Hookah,183 Atlantic Ave
Brooklyn,The Parlour Room,70 W 36th St
Brooklyn,The Royal Palms Shuffleboard Brooklyn,514 Union St
Brooklyn,The Narrows,1037 Flushing Ave
Brooklyn,Halifax,225 River St
Brooklyn,Metropolitan Club,1 E 60th St
Brooklyn,One Star,147 W 24th St
Brooklyn,The Spot,599 10th Ave
Brooklyn,Lamoza,7704 3rd Ave
Brooklyn,Speakeasy,1032 W Beech St
Brooklyn,The Local Bar and Cafe,13-02 44th Ave
Brooklyn,Cedric's At The Shed,545 W 30th St
Brooklyn,Rabbit Hole,38-04 Broadway
Brooklyn,The Slipper Room,167 Orchard St
Brooklyn,Havana Dreams Cigar Lounge,63-10 Woodhaven Blvd
Brooklyn,K32 Rooftop Bar,17 W 32nd St
Brooklyn,Belo Bar & Kitchen ,104 Hudson St
Brooklyn,Common Ground,63 Gansevoort St
Brooklyn,SIM Vintage Music Parlor,2172 Flatbush Ave
Brooklyn,Taste of the City Lounge,903 Franklin Ave
Brooklyn,Cove Restaurant & Lounge,243-10 Merrick Blvd
Brooklyn,The Skinny Bar & Lounge,174 Orchard St
Brooklyn,Finn’s Corner,660 Washington Ave
Brooklyn,Up on 20 Rooftop Bar and Lounge,30-32 W 31st St
Brooklyn,Elsewhere,599 Johnson Ave
Brooklyn,"The Beekman, A Thompson Hotel",123 Nassau St
Brooklyn,Las' Lap,74 Orchard St
Brooklyn,The Cuban Restaurant and Bar,333 Washington St
Brooklyn,Le Malt Lounge,1021 Saint Georges Ave
Brooklyn,Rose Lane,36 Central Park S
Brooklyn,Barcelona Bar,923 8th Ave
Brooklyn,Republica,160 Dyckman St
Brooklyn,The Garret,296 Bleecker St
Brooklyn,803 Lounge,49 Westfield Ave
Brooklyn,Darling,36 Central Park S
Brooklyn,Don Tequila Urban Cantina,83-38 Woodhaven Blvd
Brooklyn,L.I.C. Bar,4558 Vernon Blvd
Brooklyn,Bar Chrystie,215 Chrystie St
Brooklyn,Dolly Varden,302 W 51st St
Brooklyn,Swahili Village,2 Center St
Brooklyn,Mezcali,83 Maiden Ln
Brooklyn,Lillie's Victorian Establishment,13 E 17th St
Brooklyn,The Library,7 Ave A
Brooklyn,Library of Distilled Spirits,80 13th St
Brooklyn,Brooklyn Beso Restaurant & Bar,370 Lewis Ave
Brooklyn,Lucky 7,322 2nd St
Brooklyn,The Campbell,15 Vanderbilt Ave
Brooklyn,ART NoMad - Arlo Roof Top,11 E 31st St
Brooklyn,Taj Mahal Lounge,25-27 Steinway St
Brooklyn,South Beach Bar & Grill,476 Main St
Brooklyn,Lillie's Victorian Establishment,249 W 49th St
Brooklyn,Fushimi Williamsburg,475 Driggs Ave
Brooklyn,The Whiskey Brooklyn,44 Berry St
Brooklyn,Ace Hotel Lobby Bar,20 W 29th St
Brooklyn,Tamborim Bar & Grill,130 Newark Ave
Brooklyn,Bar Felice,1591 1st Ave
Brooklyn,Our/New York,151 W 26th St
Brooklyn,Tantra Lounge,35-50 31st St
Brooklyn,Turks & Frogs,323 W 11th St
Brooklyn,Otis,18 Harrison Pl
Brooklyn,LAVO Nightclub,39 E 58th St
Brooklyn,Therapy Wine Bar 2.0,260 Malcolm X Blvd
Brooklyn,Luckydog,303 Bedford Ave
Brooklyn,The Friki Tiki,357 W 44th St
Brooklyn,Nebula,135 W 41st St
Brooklyn,El Quijote,226 W 23rd St
Brooklyn,Tha Cafe Lounge,22507 Linden Blvd
Brooklyn,The Shakespeare,24 E 39th St
Brooklyn,Alto,690 Bloomfield Ave
Brooklyn,Son Cubano Restaurant On The Hudson,40-4 Riverwalk Pl
Brooklyn,D'antigua,8416 Northern Blvd
Brooklyn,Frankie,264 Grove St
Brooklyn,Cellar 335,335 Newark Ave
Brooklyn,Haveli Cafe & Lounge,6709 5th Ave
Brooklyn,La Boom Night Club,56-15 Northern Blvd
Brooklyn,District Bar,2 Sneden Ave
Brooklyn,Virgin Atlantic Clubhouse,JFK Expy & S Cargo Rd
Brooklyn,Dolce Vita,5811 Ave N
Brooklyn,Bonnie Vee,17 Stanton St
Brooklyn,Stingray Lounge,1210 Washington St
Brooklyn,South Stevens Pub,200 Stevens Ave N
Brooklyn,Eden Lounge,811 Kings Hwy
Brooklyn,Party House Bar & Lounge,137-80 Northern Blvd
Brooklyn,Shake Rattle N Roll Pianos,44 East 32nd St
Brooklyn,Lizard Lounge,240 W 54th St
Brooklyn,Bar SixtyFive,30 Rockefeller Plz
Brooklyn,The Levee,212 Berry St
Brooklyn,Pico,419 Beach 129th St
Brooklyn,Roof At Park South,125 E 27th St
Brooklyn,Haswell Green's,240 W 52nd St
Brooklyn,Rarities,455 Madison Ave
Brooklyn,Air France Lounge,Jfk Expy
Brooklyn,Oiji Mi,17 W 19th St
Brooklyn,Caledonia Bar,1609 2nd Ave
Brooklyn,The Blond,11 Howard St
Brooklyn,NR,339 E 75th St
Brooklyn,Tanner Smiths,204 W 55th St
Brooklyn,Surf City,1 Marin Blvd
Brooklyn,Lantern's Keep,49 W 44th St
Brooklyn,Tropix On The Mile,395 Woodcleft Ave
Brooklyn,Boutros,185 Atlantic Ave
Brooklyn,The Juicy Box,2281 Nostrand Ave
Brooklyn,Coby Club,156  1/2  Seventh Ave
Brooklyn,St. Mazie,345 Grand St
Brooklyn,Mr Wu's Basement,93 Bowery
Brooklyn,Dream Baby,162 Avenue B
Brooklyn,Mollusca,1 Little W 12th St
Brooklyn,Left Hand Path,89 Wyckoff Ave
Brooklyn,Sisters,900 Fulton St
Brooklyn,Terraza 7,40-19 Gleane St
Brooklyn,Swiingz Restaurant,1542 Fulton St
Brooklyn,2nd Floor Bar & Essen,1442 1st Ave
Brooklyn,Split Eights,40 Exchange Pl
Brooklyn,Delta Sky Club,John F Kennedy International Airport
Brooklyn,Life Rooftop,120 W 57th St
Brooklyn,The Bar Room,5 Beekman St
Brooklyn,duckduck bar,153 Montrose Ave
Brooklyn,Sid Gold's Request Room,165 W 26th St
Brooklyn,Locanda Verde,377 Greenwich St
Brooklyn,Connolly's Bar,155 Beach 95th St
Brooklyn,Brooklyn Public House,247 Dekalb Ave
Brooklyn,The Hideaway Seaport,22 Peck Slip
Brooklyn,The Immigrant,341 E 9th St
Brooklyn,Korean Air Prestige Lounge,107-11 Van Wyck Expy
Brooklyn,Kyma,1446 Old Northern Blvd
Brooklyn,As Is NYC,734 10th Ave
Brooklyn,Radegast Hall and Biergarten,113 N 3rd St
Brooklyn,Cappello,21 7th Ave S
Brooklyn,Socceroof,14b 53rd St
Brooklyn,The Beast Next Door,42-51 27th St
Brooklyn,Pioneers,138 W 29th St
Brooklyn,Anixi,290 8th Ave New York 10001-4801
Brooklyn,HAVEN Riverfront Restaurant and Bar,2 Main St
Brooklyn,Lady Blue,363 W 46th St
Brooklyn,Bowl 360 Brooklyn,1 Bouck Ct
Brooklyn,Brooklyn Winery,61 Guernsey St
Brooklyn,The Polo Bar,1 E 55th St
Brooklyn,Claro,284 3rd Ave
Brooklyn,The Three Monkeys,236 W 54th St
Brooklyn,PMF Pardon My French,103 Ave B
Brooklyn,Seaborne,228 Van Brunt St
Brooklyn,Juniper Bar,237 W 35th St
Brooklyn,Five & Dime,8 Park Pl
Brooklyn,Alamo Drafthouse Staten Island,2636 Hylan Blvd
Brooklyn,Eleven Madison Park,11 Madison Ave
Brooklyn,Vida Garden,16 Armory St
Brooklyn,Night Degree Suite & Lounge,6011 7th Ave
Brooklyn,Sugar Cane Rum Village,472 Franklin Ave
Brooklyn,Banzarbar,End Of Freemans Aly
Brooklyn,Le Roi Hookah lounge & bar,10 Akron St
Brooklyn,Flying Guillotine,2636 Hylan Blvd
Brooklyn,Charm Bar & Restaurant,448 Dean St
Brooklyn,Trendz Lounge,8906 Ditmas Ave
Brooklyn,The Seville,22 E 29th St
Brooklyn,La Barrica Bar & Grill,79-17 Atlantic Ave
Brooklyn,Good Behavior,44 W29th St
Brooklyn,Baidar Cafe,6810 3rd Ave
Brooklyn,Belvedere Lounge NYC,77 E 7th St
Brooklyn,White Horse Tavern - Financial District,25 Bridge St
Brooklyn,Platinum Hookah Lounge And Cafe,140-14 Rockaway Blvd
Brooklyn,American Airlines Chelsea Lounge,Van Wyck & JFK Expressway
Brooklyn,Nunu Bar And Grill,38 Avenue O
Brooklyn,Upstairs at the Kimberly,145 E 50th St
Brooklyn,The Lookup,45 W 35th St
Brooklyn,Walter's,166 DeKalb Ave
Brooklyn,The Brooklyn Strategist,333 Court St
Brooklyn,Oasis Bar,541 Lexington Ave
Brooklyn,Bar Great Harry,280 Smith St
Brooklyn,Full Circle Bar,318 Grand St
Brooklyn,Print,653 11th Ave
Brooklyn,West Bar & Lounge,133-24 Springfield Blvd
Brooklyn,Wickedness Bar & Lounge,171-02 Jamaica Ave
Brooklyn,The INKwell,621 West 46th St
Brooklyn,Rooftop 760,760 8th Ave
Brooklyn,Washington Commons,748 Washington Ave
Brooklyn,9 Plus KTV,136-28 39th Ave
Brooklyn,Quin Bar NYC,30 Hudson Yards
Brooklyn,Harry's Daughter,339 Communipaw Ave
Brooklyn,Rúmí Café & Hookah Lounge,1881 Victory Blvd
Brooklyn,Society Liquor Lounge and Cafe,1050 Wall St W
Brooklyn,Sugar Monk,2292 Frederick Douglass Blvd
Brooklyn,Body English Tuesdays,440 Old Country Rd
Brooklyn,Gallow Green,542 W 27th St
Brooklyn,Footprints Cafe,1521 Surf Ave
Brooklyn,The Empire Rooftop,44 W 63rd St
Brooklyn,420 Fuzed Luxe Smoke Lounge,68-76 Wilson Ave
Brooklyn,The Cuban,987 Stewart Ave
Brooklyn,Renaissance New York Midtown Hotel,218 W 35th St
Brooklyn,Wild Orchid Bar And Lounge,111-48 Lefferts Blvd
Brooklyn,Salud Bar & Grill,1413 Bushwick Ave
Brooklyn,Rex Club,126 Pearl St
Brooklyn,Roxy's,22-79 Steinway St
Brooklyn,The Simpson Restaurant & Bar,673 Atlantic Ave
Brooklyn,Jora Restaurant & Bar,47-46 11th St
Brooklyn,Hold Fast Kitchen & Spirits,364 W 46th St
Brooklyn,Signal,16215 Depot Rd
Brooklyn,ViV,717 9th Ave
Brooklyn,Botanica at Widow Jane,220 Conover St
Brooklyn,Bua,122 St Marks Pl
Brooklyn,Maison Pickle,2315 Broadway
Brooklyn,Brass Monkey,55 Little W 12th St
Brooklyn,Zona Rosa,87 S Washington Ave
Brooklyn,Bateaux New York,Chelsea Piers Pier 61
Brooklyn,Industry City,220 36th St
Brooklyn,The Gray Mare,61 2nd Ave
Brooklyn,Bozu,296 Grand St
Brooklyn,BLU 33 Rooftop,325 West 33rd St
Brooklyn,The Ivory Peacock,38 W 26th St
Brooklyn,Halo Lounge,14 Glen Rd
Brooklyn,Lufthansa First Class Lounge,Jfk International Airport
Brooklyn,Five Leaves,18 Bedford Ave
Brooklyn,Bar Veloce - Greenwich Village,146 W Houston St
Brooklyn,The New York EDITION,5 Madison Ave
Brooklyn,Pocha 32,15 W 32nd St
Brooklyn,Taj Village,79-28 Metropolitan Ave
Brooklyn,Three Jolly Pigeons,6802 3rd Ave
Brooklyn,Q102 Poolhall & Lounge,102-14 Jamaica Ave
Brooklyn,Sapphire Lounge and Cafe,102 Rockaway Ave
Brooklyn,Snafu,127 E 47th St
Brooklyn,The Tuck Room,11 Fulton St
Brooklyn,El Faro Lounge,2501 Fulton St
Brooklyn,CasaNYC,13115 Jamaica Ave
Brooklyn,Parker's at Thompson Central Park,119 W 56th St
Brooklyn,Oppa Bistro,162 West 4th St
Brooklyn,Hawksmoor,109 E 22nd St
Brooklyn,Singlish,17 E 13th St
Brooklyn,Cantina Rooftop,605 W 48th St
Brooklyn,Harlem Nights Bar,2361 7th Ave
Brooklyn,Bedford Falls,206 E 67th St
Brooklyn,Swift,34 E 4th St
Brooklyn,Sake Bar Decibel,240 E 9th St
Brooklyn,Marbella Lounge,610 Broadway
Brooklyn,Deacon Brodie's Tavern,370 W 46th St
Brooklyn,African American Club,216 E 3rd St
Brooklyn,Pennsylvania 6 NYC,132 W 31st St
Brooklyn,Sunnyvale Brooklyn,1031 Grand St
Brooklyn,The Mezzanine,55 Broadway
Brooklyn,Deja Vu Restaurant & Lounge,301 W 151st St
Brooklyn,Forest Hills Station House,106-11 71st Ave
Brooklyn,Nurse Bettie,106 Norfolk St
Brooklyn,Mirrors On Grand,284 Grand Ave
Brooklyn,Kobrick Coffee,24 9th Ave
Brooklyn,The Ashford,145 Newark Ave
Brooklyn,First Republic Lounge and Restaurant,1204 E Grand St
Brooklyn,The Maddox,193 Glenridge Ave
Brooklyn,Mamajuana Cafe,875 US-1 S
Brooklyn,The VNYL,100 3rd Ave
Brooklyn,Above Rooftop,1100 S Ave
Brooklyn,Baccarat Hotel Grand Salon,28 W 53rd St
Brooklyn,Vibras Restaurant & Lounge,91-01 Astoria Blvd
Brooklyn,Union Square Lounge,30 E 16th St
Brooklyn,Bacchus Bistro & Wine Bar,409-411 Atlantic Ave
Brooklyn,The James Club Sky Lobby,27 Grand St
Brooklyn,The Starlight Tavern ,596 Grand St
Brooklyn,La Sala by Tu Casa,11635 Metropolitan Ave
Brooklyn,Hoi Polloi,133-36 37th Ave
Brooklyn,NoHu Rooftop Bar & Restaurant,550 Ave At Port Imperial
Brooklyn,1803 Nyc,82 Reade St
Brooklyn,The Highwood,500 Ave At Port Imperial
Brooklyn,Gospel,281 Lafayette St
Brooklyn,La Mayoría,110 Ackerman Ave
Brooklyn,Bonita By The River,190 River Rd
Brooklyn,Skin Contact,76 Orchard St
Brooklyn,Bed-Vyne Brew,370 Tompkins Ave
Brooklyn,Lady Jay's,633 Grand St
Brooklyn,Hyatt Centric Wall Street,75 Wall St
Brooklyn,Chart House,1700 Harbor Blvd
Brooklyn,Carla,25-03 40th Avenue
Brooklyn,Chez Moi,135 Atlantic Ave
Brooklyn,The Last Word,31-30 Ditmars Blvd
Brooklyn,The Ready Rooftop Bar,112 E 11th St
Brooklyn,Hard to Explain,224 E 10th St
Brooklyn,Broken Land,105 Franklin St
Brooklyn,The Craic,488 Driggs Ave
Brooklyn,Dante West Village,551 Hudson St
Brooklyn,e's BAR,511 Amsterdam Ave
Brooklyn,Lost Spirits NYC,11 W 17th St
Brooklyn,SOB's,204 Varick St
Brooklyn,Park Avenue Tavern,99 Park Ave
Brooklyn,Art Bar,52 8th Ave
Brooklyn,The Rub,149 7th St
Brooklyn,ANA Bar and Eatery,20 Hudson Yards
Brooklyn,Blew Smoke,593 Washington Ave
Brooklyn,Jersey Social,837 Jersey Ave
Brooklyn,Spirit Bar & Restaurant,545 River Rd
Brooklyn,Ada's Place,515 W 38th St
Brooklyn,NOMO SOHO,9 Crosby St
Brooklyn,Bar 54,135 W 45th St
Brooklyn,Pata Paplean,76-21 Woodside Ave
Brooklyn,La Nueva Elegancia Restaurant & Lounge ,572 57th St
Brooklyn,HandCraft Kitchen & Cocktails,367 3rd Ave
Brooklyn,Prohibition,503 Columbus Ave
Brooklyn,Secrets Lounge,171-02 Jamaica Ave
Brooklyn,Birdland,315 W 44th St
Brooklyn,Smalls Jazz Club,183 W 10th St
Brooklyn,Kakes NYC,10-43 44th Dr
Brooklyn,Double 6 Studio,66 Green St
Brooklyn,Victory Restaurant & Lounge,221 W 38th St
Brooklyn,Gongo,15 St Marks Pl
Brooklyn,Kaia Wine Bar,1614 3rd Ave
Brooklyn,One OneFour Bar,114 East 32nd St
Brooklyn,Kava Social,120 Bedford Ave
Brooklyn,Street to Table,2205 Merrick Rd
